id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hres1061eh,[],118.0,House Simple Resolution,1061.0,Engrossed (House),"Providing for the concurrence by the House in the Senate amendment to H.R. 4366, with an amendment.",585419.0,Economics and Public Finance,"['Abortion', 'Access Board', 'Accounting and auditing', 'Administrative law and regulatory procedures', 'Administrative remedies', 'Adoption and foster care', 'Advanced technology and technological innovations', 'Advisory bodies', 'Aging', 'Agricultural conservation and pollution', 'Agricultural education', 'Agricultural equipment and machinery', 'Agricultural insurance', 'Agricultural marketing and promotion', 'Agricultural prices, subsidies, credit', 'Agricultural research', 'Agricultural trade', 'Air quality', 'Alabama', 'Alaska', 'Alaska Natives and Hawaiians', 'Alliances', 'Alternative and renewable resources', 'Alternative treatments', 'American Battle Monuments Commission', 'American Samoa', 'Animal and plant health', 'Animal protection and human-animal relationships', 'Appalachian Regional Commission', 'Appropriations', 'Aquatic ecology', 'Arizona', 'Arkansas', 'Arms control and nonproliferation', 'Army Corps of Engineers', 'Asia', 'Assault and harassment offenses', 'Athletes', 'Atmospheric science and weather', 'Aviation and airports', 'Birds', 'Budget process', 'Building construction', 'Business investment and capital', 'Buy American requirements', 'California', 'Canada', 'Cardiovascular and respiratory health', 'Cell biology and embryology', 'Cemeteries and funerals', 'Census and government statistics', 'Child health', 'Child safety and welfare', 'China', 'Civil actions and liability', 'Climate change and greenhouse gases', 'Coal', 'Collective security', 'Colorado', 'Commission of Fine Arts', 'Commission on Civil Rights', 'Commodities markets', 'Commodity Credit Corporation', 'Commodity Futures Trading Commission', 'Community life and organization', 'Competition and antitrust', 'Competitiveness, trade promotion, trade deficits', 'Computer security and identity theft', 'Computers and information technology', 'Conflicts and wars', 'Congressional oversight', 'Connecticut', 'Correctional facilities and imprisonment', 'Crime prevention', 'Crime victims', 'Crimes against children', 'Crimes against women', 'Criminal investigation, prosecution, interrogation', 'Criminal justice information and records', 'Criminal procedure and sentencing', 'Cuba', 'Currency', 'Customs enforcement', 'Dams and canals', 'Defense Nuclear Facilities Safety Board', 'Defense spending', 'Delta Regional Authority', 'Denali Commission', 'Department of Agriculture', 'Department of Commerce', 'Department of Defense', 'Department of Energy', 'Department of Health and Human Services', 'Department of Housing and Urban Development', 'Department of Justice', 'Department of Transportation', 'Department of Veterans Affairs', 'Department of the Interior', 'Detention of persons', 'Digestive and metabolic diseases', 'Disability and paralysis', 'Disaster relief and insurance', 'District of Columbia', 'Domestic violence and child abuse', 'Drug Enforcement Administration (DEA)', 'Drug safety, medical device, and laboratory regulation', 'Drug therapy', 'Drug trafficking and controlled substances', 'Drug, alcohol, tobacco use', 'Economic development', 'Education of the disadvantaged', 'Education programs funding', 'Educational technology and distance education', 'Electric power generation and transmission', 'Elementary and secondary education', 'Emergency communications systems', 'Emergency planning and evacuation', 'Employee benefits and pensions', 'Employment and training programs', 'Endangered and threatened species', 'Energy efficiency and conservation', 'Environmental Protection Agency (EPA)', 'Environmental assessment, monitoring, research', 'Environmental health', 'Environmental regulatory procedures', 'Equal Employment Opportunity Commission (EEOC)', 'Europe', 'Evidence and witnesses', 'Executive Office of the President', 'Executive agency funding and structure', 'Family planning and birth control', 'Family services', 'Farm Credit Administration', 'Farmland', 'Federal Bureau of Investigation (FBI)', 'Federal Crop Insurance Corporation', 'Federal Energy Regulatory Commission (FERC)', 'Federal Maritime Commission', 'Federal appellate courts', 'Federal officials', 'Federal-Indian relations', 'Firearms and explosives', 'Fires', 'First responders and emergency personnel', 'Fishes', 'Floods and storm protection', 'Florida', 'Food and Drug Administration (FDA)', 'Food assistance and relief', 'Food industry and services', 'Food supply, safety, and labeling', 'Foreign aid and international relief', 'Forests, forestry, trees', 'Fraud offenses and financial crimes', 'Genetics', 'Geography and mapping', 'Georgia', 'Government National Mortgage Association (Ginnie Mae)', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government information and archives', 'Government lending and loan guarantees', 'Government studies and investigations', 'Government trust funds', 'Great Lakes', 'Guam', 'HIV/AIDS', 'Hate crimes', 'Hawaii', 'Hazardous wastes and toxic substances', 'Health care costs and insurance', 'Health care coverage and access', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Health programs administration and funding', 'Health promotion and preventive care', 'Health technology, devices, supplies', 'Higher education', 'Historic sites and heritage areas', 'Historical and cultural resources', 'Home and outpatient care', 'Homelessness and emergency shelter', 'Hospital care', 'Housing and community development funding', 'Housing discrimination', 'Housing finance and home ownership', 'Housing for the elderly and disabled', 'Housing industry and standards', 'Human trafficking', 'Humanities programs funding', 'Idaho', 'Illinois', 'Immigration status and procedures', 'Immunology and vaccination', 'Indian claims', 'Indian lands and resources rights', 'Indian social and development programs', 'Infectious and parasitic diseases', 'Infrastructure development', 'Insects', 'Intellectual property', 'Interagency Council on Homelessness', 'Intergovernmental relations', 'International monetary system and foreign exchange', 'International organizations and cooperation', 'Internet, web applications, social media', 'Iran', 'Judges', 'Juvenile crime and gang violence', 'Kansas', 'Kentucky', 'Lakes and rivers', 'Land transfers', 'Land use and conservation', 'Landlord and tenant', 'Law enforcement administration and funding', 'Law enforcement officers', 'Lawyers and legal services', 'Lease and rental services', 'Legal Services Corporation', 'Legal fees and court costs', 'Licensing and registrations', 'Livestock', 'Long-term, rehabilitative, and terminal care', 'Louisiana', 'Low- and moderate-income housing', 'Maine', 'Mammals', 'Marine Mammal Commission', 'Marine and coastal resources, fisheries', 'Marine pollution', 'Marshall Islands', 'Maryland', 'Meat', 'Medicaid', 'Medical education', 'Medical research', 'Medical tests and diagnostic methods', 'Medicare', 'Mental health', 'Metals', 'Michigan', 'Micronesia', 'Middle East', 'Migrant, seasonal, agricultural labor', 'Military facilities and property', 'Military history', 'Military personnel and dependents']"
118hres205eh,[],118.0,House Simple Resolution,205.0,Engrossed (House),Electing Members to certain standing committees of the House of Representatives and ranking a Member on a certain standing committee of the House of Representatives.,659.0,Congress,"['Congressional committees', 'House Committee on Agriculture', 'House Committee on Armed Services', 'House Committee on Foreign Affairs', 'House Committee on Science, Space, and Technology', 'House Committee on the Budget', 'House of Representatives', 'Members of Congress']"
118hres14eh,[],118.0,House Simple Resolution,14.0,Engrossed (House),Electing Members to certain standing committees of the House of Representatives. ,1167.0,Congress,"['Congressional committees', 'House Committee on Agriculture', 'House Committee on Appropriations', 'House Committee on Armed Services', 'House Committee on Education and the Workforce', 'House Committee on Energy and Commerce', 'House Committee on Financial Services', 'House Committee on Foreign Affairs', 'House Committee on Homeland Security', 'House Committee on Natural Resources', 'House Committee on Oversight and Accountability', 'House Committee on Rules', 'House Committee on Science, Space, and Technology', 'House Committee on Small Business', 'House Committee on Transportation and Infrastructure', 'House Committee on Veterans', 'House Committee on Ways and Means', 'House Committee on the Budget', 'House Committee on the Judiciary', 'Members of Congress']"
118hres179eh,[],118.0,House Simple Resolution,179.0,Engrossed (House),Electing Members to certain standing committees of the House of Representatives.,360.0,Congress,"['Congressional committees', 'House Committee on Agriculture', 'House Committee on Science, Space, and Technology', 'Members of Congress']"
118hres3eh,[],118.0,House Simple Resolution,3.0,Engrossed (House),,324.0,Congress,"['Congressional operations and organization', 'Congressional-executive branch relations']"
118hres948eh,[],118.0,House Simple Resolution,948.0,Engrossed (House),,278.0,Congress,"['Congressional operations and organization', 'Congressional-executive branch relations', 'House of Representatives']"
118hres810eh,[],118.0,House Simple Resolution,810.0,Engrossed (House),,179.0,Congress,"['Congressional leadership', 'Congressional officers and employees', 'House of Representatives']"
118hres5eh,[],118.0,House Simple Resolution,5.0,Engrossed (House),"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes.",58229.0,Congress,"['Administrative law and regulatory procedures', 'Appropriations', 'Asia', 'Assault and harassment offenses', 'Budget deficits and national debt', 'Budget process', 'China', 'Congressional Budget Office (CBO)', 'Congressional committees', 'Congressional leadership', 'Congressional officers and employees', 'Congressional operations and organization', 'Congressional oversight', 'Evidence and witnesses', 'Executive agency funding and structure', 'Government employee pay, benefits, personnel management', 'Government information and archives', 'Government lending and loan guarantees', 'Government trust funds', 'Higher education', 'House Committee on Agriculture', 'House Committee on Appropriations', 'House Committee on Education and the Workforce', 'House Committee on Ethics', 'House Committee on Oversight and Accountability', 'House Committee on Rules', 'House Committee on the Budget', 'House of Representatives', 'Income tax rates', 'Internal Revenue Service (IRS)', 'Land transfers', 'Legislative rules and procedure', 'Members of Congress', 'Oil and gas', 'Sex, gender, sexual orientation discrimination', 'Student aid and college costs', 'War and emergency powers']"
118hres950eh,[],118.0,House Simple Resolution,950.0,Engrossed (House),,268.0,Congress,"['Congressional operations and organization', 'House of Representatives']"
118hres931eh,[],118.0,House Simple Resolution,931.0,Engrossed (House),Electing a Member to a certain standing committee of the House of Representatives.,224.0,Congress,"['Congressional committees', 'House Committee on Science, Space, and Technology', 'House of Representatives', 'Members of Congress']"
118hres914eh,[],118.0,House Simple Resolution,914.0,Engrossed (House),Censuring Representative Jamaal Bowman.,382.0,Congress,"['Government ethics and transparency, public corruption', 'House of Representatives', 'Members of Congress', 'New York State']"
118hres87eh,[],118.0,House Simple Resolution,87.0,Engrossed (House),Electing Members to certain standing committees of the House of Representatives.,1289.0,Congress,"['Congressional committees', 'House Committee on Education and the Workforce', 'House Committee on Foreign Affairs', 'House Committee on Science, Space, and Technology', 'House Committee on Small Business', 'House of Representatives', 'Members of Congress']"
118hres1102eh,[],118.0,House Simple Resolution,1102.0,Engrossed (House),"Providing for the concurrence by the House in the Senate amendment to H.R. 2882, with an amendment.",724852.0,Economics and Public Finance,"['ASEAN countries', 'Abortion', 'Accounting and auditing', 'Administrative Conference of the U.S.', 'Administrative law and regulatory procedures', 'Administrative remedies', 'Adoption and foster care', 'Adult education and literacy', 'Advanced technology and technological innovations', 'Afghanistan', 'Africa', 'African Development Foundation', 'Aging', 'Alabama', 'Alaska Natives and Hawaiians', 'Alcoholic beverages', 'Allergies', 'Alternative dispute resolution, mediation, arbitration', 'Appropriations', 'Arab-Israeli relations', 'Architect of the Capitol', 'Arms control and nonproliferation', 'Asia', 'Assault and harassment offenses', 'Athletes', 'Aviation and airports', 'Bahrain', 'Banking and financial institutions regulation', 'Birth defects', 'Blood and blood diseases', 'Border security and unlawful immigration', 'Broadcasting, cable, digital technologies', 'Budget process', 'Building construction', 'Burma', 'Buy American requirements', 'California', 'Cambodia', 'Canada', 'Cancer', 'Cardiovascular and respiratory health', 'Caribbean area', 'Cell biology and embryology', 'Centers for Disease Control and Prevention (CDC)', 'Central African Republic', 'Central America', 'Central Intelligence Agency (CIA)', 'Chemical and biological weapons', 'Child care and development', 'Child health', 'Child safety and welfare', 'China', 'Civil actions and liability', 'Coal', 'Coast guard', 'Collective security', 'Colombia', 'Committee for Purchase from People Who Are Blind or Severely Disabled', 'Computer security and identity theft', 'Computers and information technology', 'Conflicts and wars', 'Congressional Research Service (CRS)', 'Congressional agencies', 'Congressional committees', 'Congressional leadership', 'Congressional officers and employees', 'Congressional operations and organization', 'Congressional oversight', 'Congressional-executive branch relations', 'Consumer Product Safety Commission', 'Corporation for National and Community Service', 'Corporation for Public Broadcasting', 'Correctional facilities and imprisonment', 'Credit and credit markets', 'Crime victims', 'Crimes against children', 'Criminal investigation, prosecution, interrogation', 'Criminal justice information and records', 'Criminal procedure and sentencing', 'Cuba', 'Cultural exchanges and relations', 'Currency', 'Customs enforcement', 'Defense spending', 'Democratic Republic of the Congo', 'Department of Defense', 'Department of Education', 'Department of Health and Human Services', 'Department of Homeland Security', 'Department of Labor', 'Department of State', 'Department of the Treasury', 'Detention of persons', 'Digestive and metabolic diseases', 'Digital media', 'Diplomacy, foreign officials, Americans abroad', 'Disability and paralysis', 'Disaster relief and insurance', 'District of Columbia', 'Domestic violence and child abuse', 'Drug trafficking and controlled substances', 'Drug, alcohol, tobacco use', 'Economic development', 'Education of the disadvantaged', 'Education programs funding', 'Educational facilities and institutions', 'Egypt', 'El Salvador', 'Election Assistance Commission', 'Elections, voting, political campaign regulation', 'Electric power generation and transmission', 'Elementary and secondary education', 'Emergency communications systems', 'Emergency medical services and trauma care', 'Emergency planning and evacuation', 'Employee benefits and pensions', 'Employee hiring', 'Employment and training programs', 'Employment discrimination and employee rights', 'Energy assistance for the poor and aged', 'Environmental assessment, monitoring, research', 'Environmental health', 'Ethiopia', 'Europe', 'Evidence and witnesses', 'Executive Office of the President', 'Executive agency funding and structure', 'Export-Import Bank of the United States', 'Family planning and birth control', 'Family services', 'Federal Communications Commission (FCC)', 'Federal Deposit Insurance Corporation (FDIC)', 'Federal Election Commission (FEC)', 'Federal Emergency Management Agency (FEMA)', 'Federal Labor Relations Authority', 'Federal Mediation and Conciliation Service', 'Federal Mine Safety and Health Review Commission', 'Federal Trade Commission (FTC)', 'Federal appellate courts', 'Federal district courts', 'Federal officials', 'Federal-Indian relations', 'Fiji', 'Fires', 'First Amendment rights', 'First responders and emergency personnel', 'Floods and storm protection', 'Food supply, safety, and labeling', 'Foreign aid and international relief', 'Foreign labor', 'Foreign language and bilingual programs', 'Foreign loans and debt', 'Forests, forestry, trees', 'Fraud offenses and financial crimes', 'Gaza Strip', 'General Services Administration', 'Genetics', 'Geography and mapping', 'Georgia', 'Georgia (Republic)', 'Government Accountability Office (GAO)', 'Government Publishing Office (GPO)', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government lending and loan guarantees', 'Government studies and investigations', 'Government trust funds', 'Guam', 'Guatemala', 'HIV/AIDS', 'Haiti', 'Hawaii', 'Hazardous wastes and toxic substances', 'Health care costs and insurance', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Health programs administration and funding', 'Health promotion and preventive care', 'Health technology, devices, supplies', 'Hearing, speech, and vision care', 'Hereditary and development disorders', 'Higher education', 'Historic sites and heritage areas', 'Historical and cultural resources', 'Homeland security', 'Homelessness and emergency shelter', 'Honduras', 'Hong Kong', 'Hospital care', 'House Committee on Appropriations', 'House of Representatives', 'Housing and community development funding', 'Human rights', 'Human trafficking', 'Idaho', 'Immigrant health and welfare', 'Immigration status and procedures', 'Immunology and vaccination', 'Indian social and development programs', 'Infectious and parasitic diseases', 'Infrastructure development', 'Intellectual property', 'Intelligence activities, surveillance, classified information', 'Inter-American Foundation', 'Intergovernmental relations', 'Internal Revenue Service (IRS)', 'International exchange and broadcasting', 'International law and treaties', 'International monetary system and foreign exchange', 'International organizations and cooperation', 'Internet, web applications, social media', 'Iran', 'Iraq', 'Israel', 'Joint Committee on Taxation', 'Joint Economic Committee', 'Jordan', 'Judges', 'Kansas', 'Kentucky', 'Kiribati', 'Labor market', 'Labor standards', 'Labor-management relations', 'Land use and conservation', 'Laos', 'Latin America', 'Law enforcement administration and funding', 'Law enforcement officers', 'Lawyers and legal services', 'Lease and rental services', 'Lebanon', 'Legal fees and court costs', 'Libraries and archives', 'Library of Congress', 'Libya', 'Lighting, heating, cooling', 'Maine', 'Malawi', 'Marine pollution', 'Marshall Islands', 'Maryland', 'Medicaid', 'Medical education']"
